,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_826,Single Family Residential,2073 Stratford Dr ,Milpitas,CA,95035,1849888,4,2,3155,,1984,1985,0,, 3,Joseph Weller Elementary School,7,Thomas Russell Middle School,10,Milpitas High School,10,,,6,33,38," $1,848,241",New,40897195,"A flowing and timeless layout, expansive rooms, and hillside views will draw you into this beautifully updated Milpitas home! ~ Offers 4 bedrooms, 2.5 bathrooms, plus very generous second floor bonus room which can be easily converted to media/entertainment room, kids play area, or 5th bedroom. ~ Gourmet Chef's Kitchen has been updated, showcases large central island, breakfast bar, intimate breakfast nook, and creates an inviting space for preparing and serving meals, eating-in, and social/family gatherings. ~ Spacious living room and family room. ~ Walk-in closet in master bedroom. ~ Stunning backyard includes large deck with pergola, excellent for entertaining and relaxing. ~ New interior paint, dual pane windows with elegant plantation blinds. ~ Move-in ready! Don’t miss out, make this gorgeous home your dream home today! ","$9,207"
house_827,Multi-Family (2-4 Unit),710-716 22nd St ,San Francisco,CA,74107,2595000,5,3,3195,,1900,—,0, 3, 3,Carver (george Washington) Elementary School,1,Everett Middle School,3,Wells (ida B.) High School,1," Central Heating, Gas"," Central Heating, Gas",92,69,95," $2,546,970",Active,495667,"Welcome to Dogpatch, one of San Francisco's hottest neighborhoods. This rare offering is located in the heart of it all. 3 units with 3 car tandem parking, and storage rooms with an extra large and deep backyard. The top floor unit is a 2BR, 1BA unit that is flooded with natural light, has gleaming hardwood floors, a den and updated kitchen with stainless steel appliances, gas cooking and large open space with W/ D hookups. The middle floor unit is a 1BR, 1BA with den also with gleaming hardwood floors, updated kitchen with stainless steel appliances, gas cooking  &  an in-unit laundry. The lower unit is a 2BR, 1BA with tons of windows and a nice open feel. There is a deep manicured backyard to enjoy those sunny days in The Dogpatch. Steps to tech shuttles, MUNI, the new Uber Campus, Chase Center and Oracle Park you will fall in love.  ","$13,023"
house_828,1968,3427 Shady Spring Ln ,Mountain View,CA,94040,0,4,3,2439,,Santa Clara County,19711033,0,,,Oak Avenue Elementary School,9,,,Mountain View High School,9, Gas,,19,28,59,2680872,Sold,,,"$10,380"
house_829,Condo/Co-op,669 Ellis St ,San Francisco,CA,94109,3500000,—,—,7654,,1909,—,0,,,,,Marina Middle School,6,S.F. International High School,1, Electric, Electric,99,100,93,,Active,495093,"669 Ellis Street is the perfect opportunity for a buy and hold or add-value investor. There have been many recent capital improvements to the property in recent years and there is still good upside potential for a new buyer. Renters enjoy an inviting lobby area, and in-unit laundry in recently remodeled units. Many units feature hardwood floors, high ceilings and beautiful period details. The building has separate meters for electric and gas service. Heating is through electric wall heaters. Constructed with masonry and a concrete foundation, the building is not subject to the San Francisco Mandatory Soft Story retrofit ordinance.  ","$17,564"
house_830,Single Family Residential,4767 Boles Ct ,Fremont,CA,94538,929800,3,2,1158,,1959,1961,0,,,Joseph Azevada Elementary School,9,,,John F. Kennedy High School,7,,,42,29,65,,Coming Soon,,,"$4,613"
house_831,Condo/Co-op,2907 Corvin Dr #131 ,Santa Clara,CA,95051,1514995,4,3,2049,,—,—,317,, 2,Bracher Elementary School,6,Juan Cabrillo Middle School,6,Adrian Wilcox High School,7,,,43,36,59," $1,483,860",Active,40891814,"Toll Brothers newest collection of Luxury Townhomes Centrally located in the heart of Silicon Valley and near the Lawrence Caltrain Station. Buyer has option to make personalized interior selections. Striking Townhome highlights an awe-inspiring rooftop terrace on the top floor with a over sized bonus room. Charming kitchen includes a large island leading into the dining, great room and a stunning covered patio. Please call our Sales Office at 669.350.2020 ","$7,846"
house_832,Single Family Residential,46434 Briar Pl ,Fremont,CA,94539,2528000,5,3,4266,,1989,1990,0,, 3,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,35,30,34," $2,602,753",Active,40896403,"Magnificent remodeled custom home on a desirable court in Weibel offering luxury amenities and an amazing floor plan. Nearly 100k in recent high quality updates including updated kitchen featuring all new stainless appliances , porcelain tile floors , LED lighting, designer baths, fresh paint, new patterned carpet and so much more! Large family room offers picture windows with views of the park like rear yard, waterfall, and putting green as well as accent lighting. Large master suite offers gracious walk-in closet, high quality designer master bath featuring his and her marble vanities, accent lighting , soaker tub, porcelain tile frameless shower. Connecting sunroom perfect for relaxation. Downstairs bedroom and full bath ideal for overnight guests or family with updated bath. Additional ""game"" room adjacent to garage can be used as media room or potential guest quarters. Amazing rear yard featuring new lighting, waterfall, putting green, bunker, gazebo, covered patio. ","$12,581"
house_833,Condo/Co-op,611 Washington St #2503 ,San Francisco,CA,94111,2995000,2,2,2094,,1984,—,2003,, 1,Lilienthal (claire) Elementary School,9,Marina Middle School,6,Wallenberg (raoul) Traditional High School,8,,,100,100,87," $2,995,330",Active,495539,"Montgomery Washington Tower is a mixed-use high-rise with 32 luxury condominiums on the top six floors. Building amenities include onsite concierge services, 24-hour security personnel, an open-air heated lap pool with a landscaped sundeck for residents only and a private membership fully equipped health club ($60/mo). Apartment #2503 has expansive floor-to-ceiling glass windows providing sweeping views of the Bay Bridge, the East Bay, Coit Tower, North Bay and Alcatraz. There is a deck than can be accessed from all rooms. The Master Bedroom suite has expansive closet space and the bath features a separate tub, Roman shower, dual vanities and a Water Closet. There is a large closet for the Washer/Dryer. MONTHLY HOA FEE, $2,003.00.  This includes the onsite concierge services, 24-hour security personnel and exclusive use of the lap pool and landscaped sundeck. An indoor parking space with valet service is an additional $282.00 per month with a second space available for $420.00/mo ","$17,033"
house_834,1941,400 Chiquita Ave ,MOUNTAIN VIEW,CA,94041,0,2,1," 1,267", 0.1071,Santa Clara County,15422009,0,, 1,,,,,,, Central Forced Air (Gas), Central Forced Air,77,47,94,1406083,Sold,81778136,"Charming Mountain View home only minutes away from Castro St and downtown! Updated in 2019, this quaint home is sure to please with beautifully refinished hardwood floors, newer cabinetry and countertops in the kitchen, newer recessed lighting in the family room, wood-plank-tile entryway, and updated bathroom. Enjoy the convenience of this wonderful location on the border of Los Altos and Palo Alto! 5 minute bike ride to downtown Mountain View, easy access to San Francisco and the Peninsula via a 5 minute drive to the San Antonio CalTrain station, less than 15 mins to Stanford University, less than 10 mins to Google's sprawling Mountain View campus, and quick access to Hwys 85  &  101. You won't find a more central location than this! Other features include central A/C and heat, dual pane windows, wood burning fireplace, laundry, and attached 1 car garage. Come make this home yours! ","$6,665"
house_835,,29357 Hub Ct ,Hayward,CA,94544,721990,2,2,1558,,,,0,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,60,52,39," $722,520",Active,,Front Plan 5 features a private multi-generational suite with kitchenette on the first level.  ,"$3,578"
house_836,1948,263 Monroe Dr ,MOUNTAIN VIEW,CA,94040,0,2,1," 1,146", 0.2916,Santa Clara County,14807006,0,, 2,Santa Rita Elementary School,6,,,Los Altos High School,9, Floor Furnace,,50,48,95,2276418,Sold,81770125,"Great opportunity to create your dream home in this very sought-after neighborhood with a charming rural setting with high-end homes in the heart of it all. Extra large lot provides opportunity for the construction of a significant home. Located near border of Palo Alto, with great proximity to the neighborhood park  &  bike trails and walking distance to The Village at San Antonio with movies, restaurants  &  shopping  &  nearby Caltrain. Top Los Altos schools include Santa Rita Elementary, Egan Junior High  &  Los Altos High Schools (buyer to verify). Excellent potential.  ","$10,459"
house_837,Condo/Co-op,23150 Cristo Rey #V77 Loop ,CUPERTINO,CA,95014,2695800,2,2," 1,710",,—,—,8567,, 1,,,,,,, Central Forced Air (Gas), Central Forced Air,44,0,34,,Active,81782733,"Welcome to world-class comfort and extraordinary living. In the heart of one of the most beautiful areas of Northern California, experience Life Plan Community living in a breathtaking resort-style setting. Spanning 52 acres, the finest in senior living is situated at the foothills of Rancho San Antonio Open Space Preserve. Enjoy making a fresh start, sharing activities with new friends, plus fine dining and access to an award-winning Health Care Center, all just minutes away from San Francisco and San Jose cultural, shopping and sporting events. If you prefer living on your own terms including equity ownership in the company of like-minded neighbors then The Forum is the perfect home for you. For the life you want in a place you'll love, watch video presentation to get a better sense of what the Forum is all about! Welcome to The Forum at Rancho San Antonio.  ","$22,008"
house_838,Multi-Family (2-4 Unit),266 Tyrella Ave ,MOUNTAIN VIEW,CA,94043,5999000,8,—," 2,540", 0.652,1946,1946,0, 6, 4,Edith Landels Elementary School,8,Crittenden Middle School,6,Mountain View High School,9, Wall Furnace,,57,48,92,,Active,81770832,"DEVELPOMENT OPPORTUNITY IN THE HEART OF MOUNTAIN VIEW: Marcus  &  Millichap has been selected to exclusively market for sale 226 Tyrella Avenue, a 26,029 square foot lot located in the in the heart of the thriving city of Mountain View, California. The current zoning of R3-1 allows for a maximum of 18 for-sale rowhouses to be built, upon approval from the city (see Mountain View Municipal Code (MVMC) SEC. 36.10.75.  Density). The general plan land use is Medium High-Density residential or R-4MHD allowing for 26-35 dwelling units per acre. The property is prime for a multi-family development consisting of rowhouses, townhouses or apartments. The lot is a rectangular shape allowing for utilization of the entire space.  ","$29,911"
house_839,Condo/Co-op,5651 Spry Cmn ,Fremont,CA,94538,684800,2,2,850,,1994,1994,310,, 1,Steven Millard Elementary School,7,,,John F. Kennedy High School,7,,,63,32,49," $681,440",Active,40895571,"*Beautiful 2 Bedroom 2 Bathroom Condo home in the California Blossom Community located in the Blacow Neighborhood   *Hardwood floors throughout *Vaulted ceilings *Updated kitchen featuring tile floors, new quartz countertops, tile backsplash, and freshly painted cabinets *Lots of natural day light *Fireplace in family room *Large dining room, great for hosting *Large master suite with tons of storage *Master bathroom features large double sink vanity, and walk-in closet *Large guest bedroom w/hardwood floors and new mirrored closet doors *laundry located in unit *1 Reserved Carport *lots of guest parking *Close to highway 880 *Hurry Up! Don’t miss this great opportunity to Own this Fantastic Home ","$3,718"
house_840,1953,782 Dona Ave ,SUNNYVALE,CA,94087,0,3,1," 1,024", 0.1446,Santa Clara County,19825025,0,, 1,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Wall Furnace,,78,44,87,1492069,Sold,81777429,"Contractors Delight - Come check out this Single-Family home located in the highly desirable Cherry Chase Neighborhood with tons of potential. Bring your Imagination to life and enjoy living in your Dream Home! Kitchen has Oven/Range-Gas and a Sliding Glass door that Opens to the Backyard. Large Backyard. Excellent Schools and Location! Strategically Located Near: Apple, Google, Facebook, Schools, Shopping/Restaurants  &  Highways 85/101/280. Award-Winning Neighborhood Schools include: Cherry Chase Elementary, Sunnyvale Middle  &  Homestead High  (Buyers to Verify).  ","$6,925"
